year,round,from_country_id,to_country_id,total_points
2007,final,al,rs,1
2007,final,al,ua,0
2007,final,al,ru,0
2007,final,al,tr,10
2007,final,al,bg,0
2007,final,al,by,2
2007,final,al,gr,7
2007,final,al,am,0
2007,final,al,hu,0
2007,final,al,md,0
2007,final,al,ba,8
2007,final,al,ge,0
2007,final,al,ro,0
2007,final,al,mk,3
2007,final,al,si,0
2007,final,al,lv,0
2007,final,al,fi,0
2007,final,al,se,0
2007,final,al,de,6
2007,final,al,es,12
2007,final,al,lt,0
2007,final,al,fr,4
2007,final,al,gb,0
2007,final,al,ie,5
2007,final,ad,rs,0
2007,final,ad,ua,12
2007,final,ad,ru,3
2007,final,ad,tr,0
2007,final,ad,bg,0
2007,final,ad,by,0
2007,final,ad,gr,0
2007,final,ad,am,0
2007,final,ad,hu,6
2007,final,ad,md,4
2007,final,ad,ba,0
2007,final,ad,ge,0
2007,final,ad,ro,10
2007,final,ad,mk,0
2007,final,ad,si,0
2007,final,ad,lv,0
2007,final,ad,fi,7
2007,final,ad,se,2
2007,final,ad,de,5
2007,final,ad,es,0
2007,final,ad,lt,1
2007,final,ad,fr,8
2007,final,ad,gb,0
2007,final,ad,ie,0
2007,final,am,rs,7
2007,final,am,ua,6
2007,final,am,ru,12
2007,final,am,tr,0
2007,final,am,bg,4
2007,final,am,by,10
2007,final,am,gr,8
2007,final,am,am,0
2007,final,am,hu,0
2007,final,am,md,3
2007,final,am,ba,1
2007,final,am,ge,5
2007,final,am,ro,0
2007,final,am,mk,0
2007,final,am,si,0
2007,final,am,lv,0
2007,final,am,fi,0
2007,final,am,se,0
2007,final,am,de,0
2007,final,am,es,0
2007,final,am,lt,0
2007,final,am,fr,2
2007,final,am,gb,0
2007,final,am,ie,0
2007,final,at,rs,12
2007,final,at,ua,4
2007,final,at,ru,0
2007,final,at,tr,10
2007,final,at,bg,6
2007,final,at,by,0
2007,final,at,gr,0
2007,final,at,am,5
2007,final,at,hu,2
2007,final,at,md,0
2007,final,at,ba,8
2007,final,at,ge,0
2007,final,at,ro,3
2007,final,at,mk,1
2007,final,at,si,0
2007,final,at,lv,0
2007,final,at,fi,0
2007,final,at,se,0
2007,final,at,de,7
2007,final,at,es,0
2007,final,at,lt,0
2007,final,at,fr,0
2007,final,at,gb,0
2007,final,at,ie,0
2007,final,by,rs,7
2007,final,by,ua,10
2007,final,by,ru,12
2007,final,by,tr,0
2007,final,by,bg,0
2007,final,by,by,0
2007,final,by,gr,3
2007,final,by,am,5
2007,final,by,hu,0
2007,final,by,md,8
2007,final,by,ba,0
2007,final,by,ge,6
2007,final,by,ro,0
2007,final,by,mk,0
2007,final,by,si,4
2007,final,by,lv,0
2007,final,by,fi,1
2007,final,by,se,0
2007,final,by,de,0
2007,final,by,es,0
2007,final,by,lt,2
2007,final,by,fr,0
2007,final,by,gb,0
2007,final,by,ie,0
2007,final,be,rs,7
2007,final,be,ua,1
2007,final,be,ru,0
2007,final,be,tr,12
2007,final,be,bg,4
2007,final,be,by,0
2007,final,be,gr,8
2007,final,be,am,10
2007,final,be,hu,5
2007,final,be,md,0
2007,final,be,ba,0
2007,final,be,ge,6
2007,final,be,ro,0
2007,final,be,mk,0
2007,final,be,si,2
2007,final,be,lv,0
2007,final,be,fi,0
2007,final,be,se,0
2007,final,be,de,0
2007,final,be,es,3
2007,final,be,lt,0
2007,final,be,fr,0
2007,final,be,gb,0
2007,final,be,ie,0
2007,final,ba,rs,12
2007,final,ba,ua,5
2007,final,ba,ru,2
2007,final,ba,tr,10
2007,final,ba,bg,6
2007,final,ba,by,4
2007,final,ba,gr,3
2007,final,ba,am,0
2007,final,ba,hu,0
2007,final,ba,md,0
2007,final,ba,ba,0
2007,final,ba,ge,1
2007,final,ba,ro,0
2007,final,ba,mk,8
2007,final,ba,si,7
2007,final,ba,lv,0
2007,final,ba,fi,0
2007,final,ba,se,0
2007,final,ba,de,0
2007,final,ba,es,0
2007,final,ba,lt,0
2007,final,ba,fr,0
2007,final,ba,gb,0
2007,final,ba,ie,0
2007,final,bg,rs,6
2007,final,bg,ua,3
2007,final,bg,ru,5
2007,final,bg,tr,7
2007,final,bg,bg,0
2007,final,bg,by,1
2007,final,bg,gr,12
2007,final,bg,am,8
2007,final,bg,hu,0
2007,final,bg,md,4
2007,final,bg,ba,0
2007,final,bg,ge,0
2007,final,bg,ro,2
2007,final,bg,mk,10
2007,final,bg,si,0
2007,final,bg,lv,0
2007,final,bg,fi,0
2007,final,bg,se,0
2007,final,bg,de,0
2007,final,bg,es,0
2007,final,bg,lt,0
2007,final,bg,fr,0
2007,final,bg,gb,0
2007,final,bg,ie,0
2007,final,hr,rs,12
2007,final,hr,ua,5
2007,final,hr,ru,3
2007,final,hr,tr,0
2007,final,hr,bg,6
2007,final,hr,by,0
2007,final,hr,gr,0
2007,final,hr,am,0
2007,final,hr,hu,4
2007,final,hr,md,0
2007,final,hr,ba,10
2007,final,hr,ge,2
2007,final,hr,ro,0
2007,final,hr,mk,8
2007,final,hr,si,7
2007,final,hr,lv,1
2007,final,hr,fi,0
2007,final,hr,se,0
2007,final,hr,de,0
2007,final,hr,es,0
2007,final,hr,lt,0
2007,final,hr,fr,0
2007,final,hr,gb,0
2007,final,hr,ie,0
2007,final,cy,rs,3
2007,final,cy,ua,4
2007,final,cy,ru,7
2007,final,cy,tr,0
2007,final,cy,bg,10
2007,final,cy,by,6
2007,final,cy,gr,12
2007,final,cy,am,8
2007,final,cy,hu,0
2007,final,cy,md,2
2007,final,cy,ba,0
2007,final,cy,ge,1
2007,final,cy,ro,5
2007,final,cy,mk,0
2007,final,cy,si,0
2007,final,cy,lv,0
2007,final,cy,fi,0
2007,final,cy,se,0
2007,final,cy,de,0
2007,final,cy,es,0
2007,final,cy,lt,0
2007,final,cy,fr,0
2007,final,cy,gb,0
2007,final,cy,ie,0
2007,final,cz,rs,8
2007,final,cz,ua,12
2007,final,cz,ru,6
2007,final,cz,tr,0
2007,final,cz,bg,7
2007,final,cz,by,2
2007,final,cz,gr,3
2007,final,cz,am,10
2007,final,cz,hu,0
2007,final,cz,md,0
2007,final,cz,ba,4
2007,final,cz,ge,1
2007,final,cz,ro,0
2007,final,cz,mk,5
2007,final,cz,si,0
2007,final,cz,lv,0
2007,final,cz,fi,0
2007,final,cz,se,0
2007,final,cz,de,0
2007,final,cz,es,0
2007,final,cz,lt,0
2007,final,cz,fr,0
2007,final,cz,gb,0
2007,final,cz,ie,0
2007,final,dk,rs,6
2007,final,dk,ua,3
2007,final,dk,ru,2
2007,final,dk,tr,10
2007,final,dk,bg,0
2007,final,dk,by,0
2007,final,dk,gr,1
2007,final,dk,am,0
2007,final,dk,hu,8
2007,final,dk,md,0
2007,final,dk,ba,7
2007,final,dk,ge,0
2007,final,dk,ro,0
2007,final,dk,mk,0
2007,final,dk,si,0
2007,final,dk,lv,0
2007,final,dk,fi,4
2007,final,dk,se,12
2007,final,dk,de,5
2007,final,dk,es,0
2007,final,dk,lt,0
2007,final,dk,fr,0
2007,final,dk,gb,0
2007,final,dk,ie,0
2007,final,ee,rs,0
2007,final,ee,ua,8
2007,final,ee,ru,12
2007,final,ee,tr,0
2007,final,ee,bg,1
2007,final,ee,by,7
2007,final,ee,gr,0
2007,final,ee,am,0
2007,final,ee,hu,4
2007,final,ee,md,0
2007,final,ee,ba,0
2007,final,ee,ge,5
2007,final,ee,ro,0
2007,final,ee,mk,0
2007,final,ee,si,0
2007,final,ee,lv,10
2007,final,ee,fi,6
2007,final,ee,se,0
2007,final,ee,de,3
2007,final,ee,es,0
2007,final,ee,lt,0
2007,final,ee,fr,2
2007,final,ee,gb,0
2007,final,ee,ie,0
2007,final,fi,rs,12
2007,final,fi,ua,6
2007,final,fi,ru,3
2007,final,fi,tr,4
2007,final,fi,bg,5
2007,final,fi,by,0
2007,final,fi,gr,0
2007,final,fi,am,0
2007,final,fi,hu,10
2007,final,fi,md,2
2007,final,fi,ba,0
2007,final,fi,ge,7
2007,final,fi,ro,0
2007,final,fi,mk,0
2007,final,fi,si,0
2007,final,fi,lv,0
2007,final,fi,fi,0
2007,final,fi,se,8
2007,final,fi,de,1
2007,final,fi,es,0
2007,final,fi,lt,0
2007,final,fi,fr,0
2007,final,fi,gb,0
2007,final,fi,ie,0
2007,final,fr,rs,8
2007,final,fr,ua,4
2007,final,fr,ru,2
2007,final,fr,tr,12
2007,final,fr,bg,5
2007,final,fr,by,0
2007,final,fr,gr,3
2007,final,fr,am,10
2007,final,fr,hu,0
2007,final,fr,md,0
2007,final,fr,ba,1
2007,final,fr,ge,0
2007,final,fr,ro,7
2007,final,fr,mk,0
2007,final,fr,si,0
2007,final,fr,lv,0
2007,final,fr,fi,0
2007,final,fr,se,0
2007,final,fr,de,0
2007,final,fr,es,6
2007,final,fr,lt,0
2007,final,fr,fr,0
2007,final,fr,gb,0
2007,final,fr,ie,0
2007,final,ge,rs,6
2007,final,ge,ua,10
2007,final,ge,ru,7
2007,final,ge,tr,2
2007,final,ge,bg,0
2007,final,ge,by,8
2007,final,ge,gr,4
2007,final,ge,am,12
2007,final,ge,hu,5
2007,final,ge,md,3
2007,final,ge,ba,0
2007,final,ge,ge,0
2007,final,ge,ro,0
2007,final,ge,mk,1
2007,final,ge,si,0
2007,final,ge,lv,0
2007,final,ge,fi,0
2007,final,ge,se,0
2007,final,ge,de,0
2007,final,ge,es,0
2007,final,ge,lt,0
2007,final,ge,fr,0
2007,final,ge,gb,0
2007,final,ge,ie,0
2007,final,de,rs,8
2007,final,de,ua,5
2007,final,de,ru,6
2007,final,de,tr,12
2007,final,de,bg,4
2007,final,de,by,0
2007,final,de,gr,10
2007,final,de,am,2
2007,final,de,hu,7
2007,final,de,md,0
2007,final,de,ba,3
2007,final,de,ge,0
2007,final,de,ro,0
2007,final,de,mk,0
2007,final,de,si,0
2007,final,de,lv,0
2007,final,de,fi,1
2007,final,de,se,0
2007,final,de,de,0
2007,final,de,es,0
2007,final,de,lt,0
2007,final,de,fr,0
2007,final,de,gb,0
2007,final,de,ie,0
2007,final,gr,rs,4
2007,final,gr,ua,7
2007,final,gr,ru,8
2007,final,gr,tr,0
2007,final,gr,bg,12
2007,final,gr,by,5
2007,final,gr,gr,0
2007,final,gr,am,6
2007,final,gr,hu,0
2007,final,gr,md,10
2007,final,gr,ba,0
2007,final,gr,ge,3
2007,final,gr,ro,2
2007,final,gr,mk,0
2007,final,gr,si,0
2007,final,gr,lv,0
2007,final,gr,fi,0
2007,final,gr,se,0
2007,final,gr,de,0
2007,final,gr,es,1
2007,final,gr,lt,0
2007,final,gr,fr,0
2007,final,gr,gb,0
2007,final,gr,ie,0
2007,final,hu,rs,12
2007,final,hu,ua,3
2007,final,hu,ru,6
2007,final,hu,tr,1
2007,final,hu,bg,10
2007,final,hu,by,4
2007,final,hu,gr,7
2007,final,hu,am,0
2007,final,hu,hu,0
2007,final,hu,md,5
2007,final,hu,ba,0
2007,final,hu,ge,2
2007,final,hu,ro,8
2007,final,hu,mk,0
2007,final,hu,si,0
2007,final,hu,lv,0
2007,final,hu,fi,0
2007,final,hu,se,0
2007,final,hu,de,0
2007,final,hu,es,0
2007,final,hu,lt,0
2007,final,hu,fr,0
2007,final,hu,gb,0
2007,final,hu,ie,0
2007,final,is,rs,7
2007,final,is,ua,6
2007,final,is,ru,1
2007,final,is,tr,3
2007,final,is,bg,0
2007,final,is,by,4
2007,final,is,gr,5
2007,final,is,am,0
2007,final,is,hu,8
2007,final,is,md,0
2007,final,is,ba,0
2007,final,is,ge,0
2007,final,is,ro,0
2007,final,is,mk,0
2007,final,is,si,0
2007,final,is,lv,0
2007,final,is,fi,12
2007,final,is,se,10
2007,final,is,de,2
2007,final,is,es,0
2007,final,is,lt,0
2007,final,is,fr,0
2007,final,is,gb,0
2007,final,is,ie,0
2007,final,ie,rs,4
2007,final,ie,ua,8
2007,final,ie,ru,6
2007,final,ie,tr,0
2007,final,ie,bg,0
2007,final,ie,by,0
2007,final,ie,gr,0
2007,final,ie,am,0
2007,final,ie,hu,5
2007,final,ie,md,2
2007,final,ie,ba,0
2007,final,ie,ge,1
2007,final,ie,ro,3
2007,final,ie,mk,0
2007,final,ie,si,0
2007,final,ie,lv,10
2007,final,ie,fi,0
2007,final,ie,se,0
2007,final,ie,de,0
2007,final,ie,es,0
2007,final,ie,lt,12
2007,final,ie,fr,0
2007,final,ie,gb,7
2007,final,ie,ie,0
2007,final,il,rs,3
2007,final,il,ua,10
2007,final,il,ru,8
2007,final,il,tr,0
2007,final,il,bg,0
2007,final,il,by,12
2007,final,il,gr,1
2007,final,il,am,5
2007,final,il,hu,0
2007,final,il,md,4
2007,final,il,ba,0
2007,final,il,ge,6
2007,final,il,ro,7
2007,final,il,mk,0
2007,final,il,si,0
2007,final,il,lv,0
2007,final,il,fi,0
2007,final,il,se,0
2007,final,il,de,0
2007,final,il,es,2
2007,final,il,lt,0
2007,final,il,fr,0
2007,final,il,gb,0
2007,final,il,ie,0
2007,final,lv,rs,3
2007,final,lv,ua,12
2007,final,lv,ru,7
2007,final,lv,tr,0
2007,final,lv,bg,2
2007,final,lv,by,8
2007,final,lv,gr,0
2007,final,lv,am,0
2007,final,lv,hu,5
2007,final,lv,md,0
2007,final,lv,ba,0
2007,final,lv,ge,6
2007,final,lv,ro,1
2007,final,lv,mk,0
2007,final,lv,si,4
2007,final,lv,lv,0
2007,final,lv,fi,0
2007,final,lv,se,0
2007,final,lv,de,0
2007,final,lv,es,0
2007,final,lv,lt,10
2007,final,lv,fr,0
2007,final,lv,gb,0
2007,final,lv,ie,0
2007,final,lt,rs,0
2007,final,lt,ua,8
2007,final,lt,ru,6
2007,final,lt,tr,0
2007,final,lt,bg,0
2007,final,lt,by,7
2007,final,lt,gr,0
2007,final,lt,am,0
2007,final,lt,hu,4
2007,final,lt,md,2
2007,final,lt,ba,0
2007,final,lt,ge,12
2007,final,lt,ro,0
2007,final,lt,mk,0
2007,final,lt,si,1
2007,final,lt,lv,10
2007,final,lt,fi,5
2007,final,lt,se,0
2007,final,lt,de,0
2007,final,lt,es,0
2007,final,lt,lt,0
2007,final,lt,fr,3
2007,final,lt,gb,0
2007,final,lt,ie,0
2007,final,mt,rs,8
2007,final,mt,ua,3
2007,final,mt,ru,6
2007,final,mt,tr,0
2007,final,mt,bg,7
2007,final,mt,by,10
2007,final,mt,gr,0
2007,final,mt,am,0
2007,final,mt,hu,1
2007,final,mt,md,0
2007,final,mt,ba,0
2007,final,mt,ge,0
2007,final,mt,ro,0
2007,final,mt,mk,0
2007,final,mt,si,5
2007,final,mt,lv,4
2007,final,mt,fi,0
2007,final,mt,se,0
2007,final,mt,de,0
2007,final,mt,es,2
2007,final,mt,lt,0
2007,final,mt,fr,0
2007,final,mt,gb,12
2007,final,mt,ie,0
2007,final,md,rs,5
2007,final,md,ua,7
2007,final,md,ru,8
2007,final,md,tr,1
2007,final,md,bg,3
2007,final,md,by,10
2007,final,md,gr,6
2007,final,md,am,2
2007,final,md,hu,0
2007,final,md,md,0
2007,final,md,ba,0
2007,final,md,ge,4
2007,final,md,ro,12
2007,final,md,mk,0
2007,final,md,si,0
2007,final,md,lv,0
2007,final,md,fi,0
2007,final,md,se,0
2007,final,md,de,0
2007,final,md,es,0
2007,final,md,lt,0
2007,final,md,fr,0
2007,final,md,gb,0
2007,final,md,ie,0
2007,final,me,rs,12
2007,final,me,ua,2
2007,final,me,ru,6
2007,final,me,tr,1
2007,final,me,bg,5
2007,final,me,by,3
2007,final,me,gr,0
2007,final,me,am,0
2007,final,me,hu,0
2007,final,me,md,0
2007,final,me,ba,7
2007,final,me,ge,0
2007,final,me,ro,0
2007,final,me,mk,10
2007,final,me,si,8
2007,final,me,lv,0
2007,final,me,fi,0
2007,final,me,se,0
2007,final,me,de,0
2007,final,me,es,4
2007,final,me,lt,0
2007,final,me,fr,0
2007,final,me,gb,0
2007,final,me,ie,0
2007,final,nl,rs,8
2007,final,nl,ua,1
2007,final,nl,ru,0
2007,final,nl,tr,12
2007,final,nl,bg,0
2007,final,nl,by,0
2007,final,nl,gr,5
2007,final,nl,am,10
2007,final,nl,hu,4
2007,final,nl,md,0
2007,final,nl,ba,7
2007,final,nl,ge,2
2007,final,nl,ro,0
2007,final,nl,mk,0
2007,final,nl,si,0
2007,final,nl,lv,3
2007,final,nl,fi,0
2007,final,nl,se,0
2007,final,nl,de,6
2007,final,nl,es,0
2007,final,nl,lt,0
2007,final,nl,fr,0
2007,final,nl,gb,0
2007,final,nl,ie,0
2007,final,mk,rs,12
2007,final,mk,ua,2
2007,final,mk,ru,5
2007,final,mk,tr,10
2007,final,mk,bg,8
2007,final,mk,by,7
2007,final,mk,gr,3
2007,final,mk,am,0
2007,final,mk,hu,0
2007,final,mk,md,1
2007,final,mk,ba,4
2007,final,mk,ge,0
2007,final,mk,ro,0
2007,final,mk,mk,0
2007,final,mk,si,6
2007,final,mk,lv,0
2007,final,mk,fi,0
2007,final,mk,se,0
2007,final,mk,de,0
2007,final,mk,es,0
2007,final,mk,lt,0
2007,final,mk,fr,0
2007,final,mk,gb,0
2007,final,mk,ie,0
2007,final,no,rs,10
2007,final,no,ua,2
2007,final,no,ru,5
2007,final,no,tr,7
2007,final,no,bg,0
2007,final,no,by,0
2007,final,no,gr,0
2007,final,no,am,0
2007,final,no,hu,8
2007,final,no,md,1
2007,final,no,ba,6
2007,final,no,ge,0
2007,final,no,ro,0
2007,final,no,mk,0
2007,final,no,si,0
2007,final,no,lv,3
2007,final,no,fi,4
2007,final,no,se,12
2007,final,no,de,0
2007,final,no,es,0
2007,final,no,lt,0
2007,final,no,fr,0
2007,final,no,gb,0
2007,final,no,ie,0
2007,final,pl,rs,8
2007,final,pl,ua,12
2007,final,pl,ru,3
2007,final,pl,tr,0
2007,final,pl,bg,0
2007,final,pl,by,7
2007,final,pl,gr,0
2007,final,pl,am,10
2007,final,pl,hu,2
2007,final,pl,md,6
2007,final,pl,ba,0
2007,final,pl,ge,5
2007,final,pl,ro,0
2007,final,pl,mk,0
2007,final,pl,si,4
2007,final,pl,lv,1
2007,final,pl,fi,0
2007,final,pl,se,0
2007,final,pl,de,0
2007,final,pl,es,0
2007,final,pl,lt,0
2007,final,pl,fr,0
2007,final,pl,gb,0
2007,final,pl,ie,0
2007,final,pt,rs,5
2007,final,pt,ua,12
2007,final,pt,ru,4
2007,final,pt,tr,0
2007,final,pt,bg,6
2007,final,pt,by,1
2007,final,pt,gr,0
2007,final,pt,am,0
2007,final,pt,hu,2
2007,final,pt,md,10
2007,final,pt,ba,0
2007,final,pt,ge,0
2007,final,pt,ro,7
2007,final,pt,mk,0
2007,final,pt,si,3
2007,final,pt,lv,0
2007,final,pt,fi,0
2007,final,pt,se,0
2007,final,pt,de,0
2007,final,pt,es,8
2007,final,pt,lt,0
2007,final,pt,fr,0
2007,final,pt,gb,0
2007,final,pt,ie,0
2007,final,ro,rs,6
2007,final,ro,ua,4
2007,final,ro,ru,3
2007,final,ro,tr,7
2007,final,ro,bg,5
2007,final,ro,by,1
2007,final,ro,gr,10
2007,final,ro,am,0
2007,final,ro,hu,8
2007,final,ro,md,12
2007,final,ro,ba,0
2007,final,ro,ge,0
2007,final,ro,ro,0
2007,final,ro,mk,0
2007,final,ro,si,0
2007,final,ro,lv,2
2007,final,ro,fi,0
2007,final,ro,se,0
2007,final,ro,de,0
2007,final,ro,es,0
2007,final,ro,lt,0
2007,final,ro,fr,0
2007,final,ro,gb,0
2007,final,ro,ie,0
2007,final,ru,rs,5
2007,final,ru,ua,8
2007,final,ru,ru,0
2007,final,ru,tr,2
2007,final,ru,bg,4
2007,final,ru,by,12
2007,final,ru,gr,0
2007,final,ru,am,10
2007,final,ru,hu,0
2007,final,ru,md,6
2007,final,ru,ba,0
2007,final,ru,ge,7
2007,final,ru,ro,1
2007,final,ru,mk,0
2007,final,ru,si,3
2007,final,ru,lv,0
2007,final,ru,fi,0
2007,final,ru,se,0
2007,final,ru,de,0
2007,final,ru,es,0
2007,final,ru,lt,0
2007,final,ru,fr,0
2007,final,ru,gb,0
2007,final,ru,ie,0
2007,final,rs,rs,0
2007,final,rs,ua,3
2007,final,rs,ru,7
2007,final,rs,tr,0
2007,final,rs,bg,6
2007,final,rs,by,2
2007,final,rs,gr,4
2007,final,rs,am,0
2007,final,rs,hu,12
2007,final,rs,md,1
2007,final,rs,ba,8
2007,final,rs,ge,0
2007,final,rs,ro,0
2007,final,rs,mk,10
2007,final,rs,si,5
2007,final,rs,lv,0
2007,final,rs,fi,0
2007,final,rs,se,0
2007,final,rs,de,0
2007,final,rs,es,0
2007,final,rs,lt,0
2007,final,rs,fr,0
2007,final,rs,gb,0
2007,final,rs,ie,0
2007,final,si,rs,12
2007,final,si,ua,4
2007,final,si,ru,3
2007,final,si,tr,0
2007,final,si,bg,7
2007,final,si,by,0
2007,final,si,gr,0
2007,final,si,am,0
2007,final,si,hu,5
2007,final,si,md,1
2007,final,si,ba,8
2007,final,si,ge,2
2007,final,si,ro,0
2007,final,si,mk,10
2007,final,si,si,0
2007,final,si,lv,6
2007,final,si,fi,0
2007,final,si,se,0
2007,final,si,de,0
2007,final,si,es,0
2007,final,si,lt,0
2007,final,si,fr,0
2007,final,si,gb,0
2007,final,si,ie,0
2007,final,es,rs,1
2007,final,es,ua,7
2007,final,es,ru,4
2007,final,es,tr,0
2007,final,es,bg,10
2007,final,es,by,0
2007,final,es,gr,2
2007,final,es,am,8
2007,final,es,hu,0
2007,final,es,md,6
2007,final,es,ba,0
2007,final,es,ge,0
2007,final,es,ro,12
2007,final,es,mk,0
2007,final,es,si,3
2007,final,es,lv,0
2007,final,es,fi,0
2007,final,es,se,0
2007,final,es,de,5
2007,final,es,es,0
2007,final,es,lt,0
2007,final,es,fr,0
2007,final,es,gb,0
2007,final,es,ie,0
2007,final,se,rs,10
2007,final,se,ua,3
2007,final,se,ru,5
2007,final,se,tr,7
2007,final,se,bg,0
2007,final,se,by,0
2007,final,se,gr,4
2007,final,se,am,0
2007,final,se,hu,8
2007,final,se,md,2
2007,final,se,ba,6
2007,final,se,ge,0
2007,final,se,ro,0
2007,final,se,mk,0
2007,final,se,si,0
2007,final,se,lv,0
2007,final,se,fi,12
2007,final,se,se,0
2007,final,se,de,1
2007,final,se,es,0
2007,final,se,lt,0
2007,final,se,fr,0
2007,final,se,gb,0
2007,final,se,ie,0
2007,final,ch,rs,12
2007,final,ch,ua,2
2007,final,ch,ru,0
2007,final,ch,tr,10
2007,final,ch,bg,0
2007,final,ch,by,0
2007,final,ch,gr,4
2007,final,ch,am,0
2007,final,ch,hu,3
2007,final,ch,md,0
2007,final,ch,ba,8
2007,final,ch,ge,0
2007,final,ch,ro,0
2007,final,ch,mk,6
2007,final,ch,si,0
2007,final,ch,lv,0
2007,final,ch,fi,1
2007,final,ch,se,0
2007,final,ch,de,7
2007,final,ch,es,5
2007,final,ch,lt,0
2007,final,ch,fr,0
2007,final,ch,gb,0
2007,final,ch,ie,0
2007,final,tr,rs,0
2007,final,tr,ua,3
2007,final,tr,ru,8
2007,final,tr,tr,0
2007,final,tr,bg,6
2007,final,tr,by,0
2007,final,tr,gr,4
2007,final,tr,am,12
2007,final,tr,hu,0
2007,final,tr,md,7
2007,final,tr,ba,10
2007,final,tr,ge,5
2007,final,tr,ro,2
2007,final,tr,mk,1
2007,final,tr,si,0
2007,final,tr,lv,0
2007,final,tr,fi,0
2007,final,tr,se,0
2007,final,tr,de,0
2007,final,tr,es,0
2007,final,tr,lt,0
2007,final,tr,fr,0
2007,final,tr,gb,0
2007,final,tr,ie,0
2007,final,ua,rs,6
2007,final,ua,ua,0
2007,final,ua,ru,10
2007,final,ua,tr,1
2007,final,ua,bg,3
2007,final,ua,by,12
2007,final,ua,gr,0
2007,final,ua,am,5
2007,final,ua,hu,0
2007,final,ua,md,7
2007,final,ua,ba,0
2007,final,ua,ge,8
2007,final,ua,ro,2
2007,final,ua,mk,0
2007,final,ua,si,4
2007,final,ua,lv,0
2007,final,ua,fi,0
2007,final,ua,se,0
2007,final,ua,de,0
2007,final,ua,es,0
2007,final,ua,lt,0
2007,final,ua,fr,0
2007,final,ua,gb,0
2007,final,ua,ie,0
2007,final,gb,rs,0
2007,final,gb,ua,8
2007,final,gb,ru,6
2007,final,gb,tr,12
2007,final,gb,bg,5
2007,final,gb,by,0
2007,final,gb,gr,10
2007,final,gb,am,0
2007,final,gb,hu,2
2007,final,gb,md,0
2007,final,gb,ba,0
2007,final,gb,ge,0
2007,final,gb,ro,0
2007,final,gb,mk,0
2007,final,gb,si,0
2007,final,gb,lv,4
2007,final,gb,fi,0
2007,final,gb,se,7
2007,final,gb,de,1
2007,final,gb,es,0
2007,final,gb,lt,3
2007,final,gb,fr,0
2007,final,gb,gb,0
2007,final,gb,ie,0
2007,semi-final,al,rs,2
2007,semi-final,al,hu,5
2007,semi-final,al,tr,12
2007,semi-final,al,by,4
2007,semi-final,al,lv,0
2007,semi-final,al,bg,1
2007,semi-final,al,si,0
2007,semi-final,al,ge,0
2007,semi-final,al,mk,10
2007,semi-final,al,md,0
2007,semi-final,al,pt,0
2007,semi-final,al,ad,0
2007,semi-final,al,is,0
2007,semi-final,al,pl,0
2007,semi-final,al,cy,8
2007,semi-final,al,hr,3
2007,semi-final,al,al,0
2007,semi-final,al,no,0
2007,semi-final,al,dk,0
2007,semi-final,al,ch,0
2007,semi-final,al,nl,0
2007,semi-final,al,me,7
2007,semi-final,al,ee,0
2007,semi-final,al,il,0
2007,semi-final,al,mt,6
2007,semi-final,al,be,0
2007,semi-final,al,at,0
2007,semi-final,al,cz,0
2007,semi-final,ad,rs,0
2007,semi-final,ad,hu,4
2007,semi-final,ad,tr,7
2007,semi-final,ad,by,0
2007,semi-final,ad,lv,0
2007,semi-final,ad,bg,0
2007,semi-final,ad,si,8
2007,semi-final,ad,ge,0
2007,semi-final,ad,mk,0
2007,semi-final,ad,md,0
2007,semi-final,ad,pt,12
2007,semi-final,ad,ad,0
2007,semi-final,ad,is,0
2007,semi-final,ad,pl,10
2007,semi-final,ad,cy,0
2007,semi-final,ad,hr,0
2007,semi-final,ad,al,0
2007,semi-final,ad,no,3
2007,semi-final,ad,dk,2
2007,semi-final,ad,ch,6
2007,semi-final,ad,nl,5
2007,semi-final,ad,me,0
2007,semi-final,ad,ee,0
2007,semi-final,ad,il,0
2007,semi-final,ad,mt,0
2007,semi-final,ad,be,0
2007,semi-final,ad,at,1
2007,semi-final,ad,cz,0
2007,semi-final,am,rs,10
2007,semi-final,am,hu,0
2007,semi-final,am,tr,2
2007,semi-final,am,by,12
2007,semi-final,am,lv,0
2007,semi-final,am,bg,1
2007,semi-final,am,si,0
2007,semi-final,am,ge,8
2007,semi-final,am,mk,0
2007,semi-final,am,md,7
2007,semi-final,am,pt,6
2007,semi-final,am,ad,0
2007,semi-final,am,is,0
2007,semi-final,am,pl,5
2007,semi-final,am,cy,4
2007,semi-final,am,hr,0
2007,semi-final,am,al,0
2007,semi-final,am,no,3
2007,semi-final,am,dk,0
2007,semi-final,am,ch,0
2007,semi-final,am,nl,0
2007,semi-final,am,me,0
2007,semi-final,am,ee,0
2007,semi-final,am,il,0
2007,semi-final,am,mt,0
2007,semi-final,am,be,0
2007,semi-final,am,at,0
2007,semi-final,am,cz,0
2007,semi-final,at,rs,12
2007,semi-final,at,hu,8
2007,semi-final,at,tr,10
2007,semi-final,at,by,0
2007,semi-final,at,lv,1
2007,semi-final,at,bg,6
2007,semi-final,at,si,2
2007,semi-final,at,ge,0
2007,semi-final,at,mk,5
2007,semi-final,at,md,0
2007,semi-final,at,pt,0
2007,semi-final,at,ad,0
2007,semi-final,at,is,0
2007,semi-final,at,pl,4
2007,semi-final,at,cy,0
2007,semi-final,at,hr,7
